column,family,cn_name,note
ret_intraday_lag_5_z,横截面族(z),日内收益滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
support_resistance_ratio_lag_1_z,横截面族(z),支撑阻力比滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
support_resistance_ratio_lag_3_z,横截面族(z),支撑阻力比滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
support_resistance_ratio_lag_5_z,横截面族(z),支撑阻力比滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sh_price_change_z,横截面族(z),上证指数日内涨幅((收−开)/开)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sh_amplitude_z,横截面族(z),上证指数振幅((高−低)/低)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sh_volume_ratio_z,横截面族(z),"上证指数量比(量/20 日均量,不足或零 → 1)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
sh_price_change_abs_z,横截面族(z),上证指数日内涨幅绝对值·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sh_price_wave_abs_z,横截面族(z),上证指数振幅绝对值(P9 复制列 ≡ sh_amplitude)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sh_sentiment_z,横截面族(z),上证指数情绪(涨>1%且振幅<2% → 2;跌>1%且振幅>3% → 0;否则 1)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sh_volume_signal_z,横截面族(z),上证指数量能信号(量比>1.2 → 1)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sz_price_change_z,横截面族(z),深证成指日内涨幅((收−开)/开)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sz_amplitude_z,横截面族(z),深证成指振幅((高−低)/低)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sz_volume_ratio_z,横截面族(z),"深证成指量比(量/20 日均量,不足或零 → 1)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
sz_price_change_abs_z,横截面族(z),深证成指日内涨幅绝对值·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sz_price_wave_abs_z,横截面族(z),深证成指振幅绝对值(P9 复制列 ≡ sz_amplitude)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sz_sentiment_z,横截面族(z),深证成指情绪(规则同上)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sz_volume_signal_z,横截面族(z),深证成指量能信号(量比>1.2 → 1)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sh_sz_sync_direction_z,横截面族(z),沪深同向标记(涨幅乘积>0)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
sh_sz_sync_strength_z,横截面族(z),沪深涨幅差绝对值·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
market_sentiment_z,横截面族(z),"市场情绪(两指数均值,规则同单指数)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
market_avg_change_z,横截面族(z),市场平均涨幅(两指数均值)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
market_avg_amplitude_z,横截面族(z),市场平均振幅(两指数均值)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
market_sync_score_z,横截面族(z),"市场同步得分(1−min(1,涨幅差/0.02))·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
compare_rank,背离事件结构族,"背离结构·比较序位(P10:v6 事件恒为相邻金叉对,常量 1)",
close_current,背离事件结构族,背离结构·当前收盘价(=锚点日收盘 anchor_close),
close_previous,背离事件结构族,背离结构·前低收盘价(=前低日收盘 min_prev_close),
macd_current,背离事件结构族,背离结构·当前金叉 DIF(=cross_dif),
macd_previous,背离事件结构族,背离结构·前一金叉 DIF(=cross_prev_dif),
price_decline_pct,背离事件结构族,背离结构·价格变动幅度((锚点收盘−前低收盘)/前低收盘),
macd_increase_pct,背离事件结构族,"背离结构·DIF 抬升幅度(dif_lift/|前一金叉 DIF|,分母 0 → 0)",
formation_period,背离事件结构族,背离结构·形成周期(两金叉间 K 线根数 = anchor_bars),
is_quick_divergence_y,背离事件结构族,背离结构·快速背离标记(形成周期 < 3 → 1),
divergence_strength,背离事件结构族,"背离结构·背离强度(0.4·min(1,|价格变动|/0.1)+0.6·min(1,DIF抬升/0.1))",
volume_signal,背离事件结构族,背离结构·量能信号(事件量<前金叉量→bullish;>1.5倍→bearish;否则 neutral;LabelEncoder 仅 train 段拟合),
price_macd_ratio,背离事件结构族,"背离结构·价 DIF 比(|DIF抬升/max(|价格变动|,1e-6)|)",
divergence_magnitude,背离事件结构族,背离结构·背离量级((|价格变动|+|DIF抬升|)/2),
confirmation_score,背离事件结构族,背离结构·确认得分(价格变动<−0.02 且 DIF抬升>0.01 → 1),
divergence_amount,背离事件结构族,背离结构·当日全市场事件总数(P11:按事件日计数),
v2j2_macd_increase_pct,背离事件结构族,"背离结构·前二金叉 DIF 抬升幅度(P10 增补列,(当前DIF−前二DIF)/|前二DIF|,分母 0 → 0;命名隔离非 v2 原列)",
